Date,Open,High,Low,Close,Adj Close,Volume
2021-12-13,239.500000,239.600006,237.139999,237.350006,233.836182,5839100
2021-12-14,235.449997,236.860001,234.050003,235.570007,232.082535,3360400
2021-12-15,235.559998,239.250000,233.850006,239.199997,235.658798,3720700
2021-12-16,240.289993,240.490005,235.660004,236.520004,233.018478,3876100
2021-12-17,235.000000,237.160004,233.339996,235.440002,231.954453,4455100
2021-12-20,232.100006,232.350006,230.070007,232.130005,228.693451,5839800
2021-12-21,234.190002,236.839996,233.220001,236.679993,233.176102,4158800
2021-12-22,236.630005,239.100006,236.550003,239.020004,235.481476,3202900
2021-12-23,239.869995,241.360001,239.500000,240.669998,237.107025,2925100
2021-12-27,240.479996,242.960007,240.339996,242.960007,240.220535,4395100
2021-12-28,243.059998,243.779999,242.039993,242.460007,239.726166,3960900
2021-12-29,242.550003,243.160004,241.710007,242.600006,239.864594,3044300
2021-12-30,243.110001,243.690002,242.000000,242.210007,239.478989,4501500
2021-12-31,242.089996,242.690002,241.440002,241.440002,238.717667,3499900
2022-01-03,242.419998,242.970001,240.860001,242.970001,240.230408,4204000
2022-01-04,243.729996,244.059998,241.350006,242.509995,239.775574,4217000
2022-01-05,242.080002,242.660004,237.199997,237.250000,234.574921,4878300
2022-01-06,237.199997,238.770004,235.539993,237.190002,234.515579,4519200
2022-01-07,237.190002,238.070007,235.320007,236.110001,233.447769,3580200
2022-01-10,234.210007,235.839996,230.970001,235.699997,233.042374,5819600
2022-01-11,235.710007,238.110001,234.089996,238.050003,235.365875,3524800
2022-01-12,239.039993,239.850006,237.309998,238.419998,235.731720,4033100
2022-01-13,239.179993,239.399994,234.479996,234.929993,232.281052,4049300
2022-01-14,233.500000,235.130005,232.309998,235.020004,232.370056,3829900
2022-01-18,232.500000,232.699997,229.940002,230.449997,227.851578,6511600
2022-01-19,231.220001,232.160004,227.899994,228.029999,225.458862,4868100
2022-01-20,229.130005,231.910004,225.139999,225.369995,222.828857,5175100
2022-01-21,224.619995,226.089996,220.830002,220.910004,218.419159,8582600
2022-01-24,217.990005,222.570007,212.100006,222.330002,219.823135,22004300
2022-01-25,219.100006,222.020004,215.639999,219.220001,216.748199,6600400
2022-01-26,222.720001,224.160004,216.050003,218.369995,215.907791,7096400
2022-01-27,220.809998,222.399994,215.899994,216.750000,214.306046,5789200
2022-01-28,217.500000,222.169998,214.929993,222.089996,219.585831,4961200
2022-01-31,222.089996,226.949997,221.220001,226.809998,224.252625,5306400
2022-02-01,227.940002,228.929993,225.139999,228.539993,225.963104,4697600
2022-02-02,229.889999,230.440002,227.990005,230.050003,227.456085,4048200
2022-02-03,226.809998,227.929993,224.130005,224.580002,222.047760,4217700
2022-02-04,224.830002,227.990005,223.320007,226.070007,223.520966,3585300
2022-02-07,226.479996,227.380005,224.839996,225.500000,222.957382,2757300
2022-02-08,225.270004,228.050003,224.479996,227.570007,225.004074,3075500
2022-02-09,229.860001,231.300003,229.600006,231.270004,228.662338,3698700
2022-02-10,228.160004,231.809998,226.139999,227.350006,224.786545,3511200
2022-02-11,227.380005,228.500000,222.009995,222.940002,220.426254,4839800
2022-02-14,222.520004,223.550003,220.300003,222.119995,219.615494,4402100
2022-02-15,224.580002,226.169998,224.399994,226.070007,223.520966,4406200
2022-02-16,225.000000,226.880005,223.809998,226.279999,223.728592,4812400
2022-02-17,224.410004,224.699997,220.720001,221.139999,218.646545,5784600
2022-02-18,221.139999,221.990005,218.210007,219.369995,216.896515,7007900
2022-02-22,218.110001,220.080002,215.059998,216.850006,214.404922,7748900
2022-02-23,218.570007,218.830002,212.570007,212.860001,210.459915,7684500
2022-02-24,207.639999,216.850006,207.000000,216.589996,214.147858,10471000
2022-02-25,217.279999,221.440002,216.160004,221.410004,218.913498,4615100
2022-02-28,219.250000,222.059998,218.250000,221.169998,218.676208,4219800
2022-03-01,220.619995,221.490005,216.330002,217.720001,215.265121,4765000
2022-03-02,219.000000,222.610001,218.419998,221.850006,219.348541,3884900
2022-03-03,222.539993,223.089996,219.190002,220.160004,217.677612,4161700
2022-03-04,218.210007,218.610001,215.850006,217.960007,215.502411,4518100
2022-03-07,217.679993,217.919998,211.220001,211.240005,208.858185,7953400
2022-03-08,211.070007,215.490005,209.279999,210.050003,207.681610,6132200
2022-03-09,214.669998,216.910004,213.570007,215.880005,213.445862,4558400
2022-03-10,213.770004,215.350006,212.300003,214.910004,212.486801,5271300
2022-03-11,216.320007,216.539993,211.699997,211.990005,209.599716,5511000
2022-03-14,212.279999,213.809998,209.270004,209.899994,207.533264,6284200
2022-03-15,211.000000,214.639999,210.500000,214.279999,211.863907,6491000
2022-03-16,216.360001,219.639999,213.990005,219.639999,217.163467,4863500
2022-03-17,218.529999,222.600006,218.279999,222.580002,220.070313,6570100
2022-03-18,221.990005,225.449997,221.429993,225.179993,222.640991,3425100
2022-03-21,225.440002,226.199997,223.070007,224.970001,222.433365,2802200
2022-03-22,225.779999,228.149994,225.600006,227.729996,225.162231,3269300
2022-03-23,225.729996,226.500000,223.929993,223.929993,222.095566,2695400
2022-03-24,225.009995,227.190002,224.330002,227.119995,225.259430,2375100
2022-03-25,227.570007,228.250000,225.899994,228.089996,226.221497,3851100
2022-03-28,228.029999,229.570007,226.479996,229.570007,227.689377,6799400
2022-03-29,231.419998,233.360001,230.449997,233.050003,231.140854,4470500
2022-03-30,232.389999,232.809998,230.029999,231.160004,229.266342,3436400
2022-03-31,230.679993,231.320007,227.610001,227.669998,225.804932,4087000
2022-04-01,228.660004,228.750000,226.630005,228.580002,226.707489,3456400
2022-04-04,228.860001,230.539993,228.380005,230.520004,228.631577,3241100
2022-04-05,229.889999,230.880005,226.580002,227.149994,225.289185,3268800
2022-04-06,225.029999,225.839996,222.940002,224.539993,222.700562,4122000
2022-04-07,224.199997,226.440002,222.639999,225.389999,223.543610,4347500
2022-04-08,224.979996,226.350006,223.910004,224.690002,222.849350,2954800
2022-04-11,223.169998,223.570007,221.000000,221.179993,219.368088,2942200
2022-04-12,222.860001,224.500000,219.740005,220.500000,218.693665,3164200
2022-04-13,220.509995,223.789993,220.270004,223.389999,221.559998,2404600
2022-04-14,223.580002,224.210007,220.610001,220.669998,218.862274,2465500
2022-04-18,220.410004,221.289993,219.149994,220.289993,218.485382,3674400
2022-04-19,220.229996,224.600006,220.229996,224.169998,222.333603,2631200
2022-04-20,225.000000,225.520004,223.399994,223.880005,222.045990,2933200
2022-04-21,225.699997,226.679993,219.699997,220.220001,218.415970,3172100
2022-04-22,219.729996,219.729996,214.020004,214.220001,212.465103,6361400
2022-04-25,213.070007,215.699997,210.789993,215.389999,213.625519,9271800
2022-04-26,214.259995,214.410004,209.250000,209.250000,207.535828,6891100
2022-04-27,209.850006,212.399994,208.550003,209.660004,207.942474,4955900
2022-04-28,211.880005,215.750000,209.449997,214.770004,213.010620,3767700
2022-04-29,212.899994,214.309998,206.710007,206.880005,205.185242,7330500
2022-05-02,207.149994,209.130005,203.710007,208.440002,206.732468,10630500
2022-05-03,208.490005,210.610001,207.880005,209.429993,207.714340,3901800
2022-05-04,209.720001,215.910004,207.690002,215.570007,213.804062,3870600
2022-05-05,213.289993,213.389999,205.460007,207.619995,205.919174,5186700
2022-05-06,206.419998,207.820007,203.110001,205.949997,204.262863,5193900
2022-05-09,203.000000,203.380005,197.860001,198.649994,197.022659,9551400
2022-05-10,201.889999,202.710007,196.550003,199.050003,197.419388,7605000
2022-05-11,198.589996,201.630005,195.149994,195.449997,193.848877,6365500
2022-05-12,194.059998,197.589996,192.119995,195.660004,194.057159,7964900
2022-05-13,197.910004,201.750000,197.740005,200.899994,199.254227,4543200
2022-05-16,200.389999,201.860001,198.860001,199.910004,198.272339,4479400
2022-05-17,203.380005,204.259995,201.160004,204.179993,202.507355,3954500
2022-05-18,201.820007,202.020004,195.440002,196.190002,194.582825,4712200
2022-05-19,194.490005,197.660004,193.880005,195.320007,193.719955,5710900
2022-05-20,197.039993,197.539993,190.660004,195.320007,193.719955,5153300
2022-05-23,196.649994,199.149994,195.460007,198.660004,197.032578,5018000
2022-05-24,196.570007,197.300003,193.320007,196.669998,195.058884,4788700
2022-05-25,195.949997,199.860001,195.779999,198.860001,197.230942,4921900
2022-05-26,199.399994,203.800003,199.369995,202.929993,201.267593,4216700
2022-05-27,204.270004,208.089996,204.179993,208.070007,206.365494,4381100
2022-05-31,207.169998,208.350006,205.190002,206.360001,204.669510,4100900
2022-06-01,207.669998,208.320007,203.460007,205.000000,203.320648,3087800
2022-06-02,205.000000,209.199997,204.000000,209.179993,207.466400,2977800
2022-06-03,206.679993,207.610001,205.300003,205.839996,204.153763,2694100
2022-06-06,208.119995,208.789993,205.910004,206.449997,204.758759,2745500
2022-06-07,204.630005,208.880005,204.350006,208.690002,206.980408,3350500
2022-06-08,207.929993,208.699997,205.910004,206.350006,204.659592,2187200
2022-06-09,205.419998,206.330002,201.380005,201.410004,199.760056,3061100
2022-06-10,198.389999,198.389999,195.360001,195.429993,193.829025,5703800
2022-06-13,190.649994,191.179993,186.679993,187.449997,185.914413,10468300
2022-06-14,188.509995,189.050003,185.270004,186.919998,185.388748,7045900
2022-06-15,188.610001,192.130005,186.179993,189.639999,188.086472,5011700
2022-06-16,185.380005,185.679993,181.669998,183.020004,181.520706,8225100
2022-06-17,183.259995,185.410004,181.800003,183.710007,182.205048,5252700
2022-06-21,186.690002,189.029999,186.690002,188.160004,186.618591,6103400
2022-06-22,185.910004,189.949997,185.619995,188.130005,186.588852,7321300
2022-06-23,188.130005,189.570007,186.460007,189.080002,188.280655,6675800
2022-06-24,190.919998,195.220001,190.589996,195.190002,194.364838,3856400
2022-06-27,195.630005,196.009995,193.899994,194.589996,193.767365,5950400
2022-06-28,195.440002,196.850006,190.559998,190.580002,189.774323,6012700
2022-06-29,190.789993,191.179993,189.179993,190.259995,189.455673,4155800
2022-06-30,188.000000,190.309998,186.130005,188.619995,187.822601,4250300
2022-07-01,188.190002,190.869995,186.899994,190.610001,189.804199,3223100
2022-07-05,188.360001,191.309998,186.360001,191.289993,190.481308,3986100
2022-07-06,191.289993,192.899994,189.880005,191.669998,190.859711,2981000
2022-07-07,192.630005,195.220001,192.589996,194.830002,194.006348,2919300
2022-07-08,194.059998,195.699997,193.009995,194.630005,193.807205,2799200
2022-07-11,193.380005,193.750000,191.809998,192.169998,191.357590,3033800
2022-07-12,192.000000,193.240005,189.600006,190.509995,189.704605,2640300
2022-07-13,187.789993,191.089996,187.389999,189.679993,188.878113,3322400
2022-07-14,187.279999,189.190002,185.580002,188.839996,188.041672,3355600
2022-07-15,191.190002,192.550003,189.979996,192.509995,191.696152,2914600
2022-07-18,194.289993,194.770004,190.539993,191.179993,190.371780,3974200
2022-07-19,193.270004,196.720001,192.990005,196.520004,195.689209,3287500
2022-07-20,196.429993,198.750000,195.990005,198.110001,197.272491,3332400
2022-07-21,197.630005,200.070007,196.460007,200.070007,199.224213,2929300
2022-07-22,200.000000,200.800003,196.729996,197.899994,197.063370,2717400
2022-07-25,198.339996,198.600006,196.990005,198.169998,197.332230,2997100
2022-07-26,197.289993,197.330002,195.279999,195.720001,194.892593,2918500
2022-07-27,197.509995,201.720001,197.309998,200.860001,200.010864,2902200
2022-07-28,201.020004,203.729996,199.330002,203.479996,202.619781,2670700
2022-07-29,204.169998,206.779999,203.600006,206.250000,205.378067,3342400
2022-08-01,204.970001,207.039993,204.289993,205.770004,204.900101,3531500
2022-08-02,205.000000,207.039993,203.880005,204.660004,203.794800,3020900
2022-08-03,205.919998,208.529999,205.740005,207.949997,207.070877,2827100
2022-08-04,207.940002,208.250000,206.919998,207.750000,206.871735,2261800
2022-08-05,205.690002,208.080002,205.500000,207.679993,206.802017,2758900
2022-08-08,208.619995,210.169998,207.270004,207.869995,206.991226,3024200
2022-08-09,207.440002,207.570007,205.970001,206.559998,205.686768,1829500
2022-08-10,210.289993,211.419998,209.539993,211.270004,210.376862,2878200
2022-08-11,212.820007,214.039993,210.919998,211.279999,210.386810,2835000
2022-08-12,212.429993,214.990005,211.869995,214.940002,214.031342,2366500
2022-08-15,213.839996,216.080002,213.690002,215.779999,214.867783,4479200
2022-08-16,215.410004,217.199997,214.589996,216.240005,215.325851,2835600
2022-08-17,214.389999,215.779999,213.160004,214.300003,213.394043,4007900
2022-08-18,214.330002,215.279999,213.699997,214.860001,213.951675,1640200
2022-08-19,213.360001,213.470001,211.229996,211.789993,210.894653,2555000
2022-08-22,209.080002,209.440002,206.820007,207.259995,206.383804,3142900
2022-08-23,207.360001,208.580002,206.649994,206.869995,205.995453,2856400
2022-08-24,206.839996,208.520004,206.429993,207.740005,206.861786,1790900
2022-08-25,208.600006,210.820007,208.130005,210.750000,209.859055,1874100
2022-08-26,210.860001,210.919998,203.699997,203.770004,202.908569,3550200
2022-08-29,202.199997,203.949997,201.619995,202.279999,201.424850,3529100
2022-08-30,202.940002,203.130005,198.899994,200.029999,199.184372,4799400
2022-08-31,200.949997,201.559998,198.500000,198.559998,197.720581,2911400
2022-09-01,197.399994,198.889999,195.529999,198.679993,197.840073,4555800
2022-09-02,200.649994,201.360001,195.830002,196.710007,195.878418,3810400
2022-09-06,197.470001,197.669998,194.729996,195.910004,195.081787,5382900
2022-09-07,195.729996,199.940002,195.639999,199.529999,198.686478,3032400
2022-09-08,198.339996,201.179993,197.710007,201.110001,200.259811,2971300
2022-09-09,202.380005,204.850006,202.320007,204.449997,203.585678,2953400
2022-09-12,205.529999,206.990005,205.320007,206.649994,205.776382,2736900
2022-09-13,201.970001,202.550003,197.149994,197.770004,196.933929,5190300
2022-09-14,198.419998,199.199997,196.750000,198.539993,197.700668,2793400
2022-09-15,197.860001,199.369995,195.690002,196.419998,195.589630,2491000
2022-09-16,194.470001,194.860001,192.820007,194.630005,193.807205,4966100
2022-09-19,192.899994,196.080002,192.860001,196.009995,195.181366,3346700
2022-09-20,194.429993,194.750000,192.289993,193.729996,192.910995,3244200
2022-09-21,194.639999,196.410004,190.399994,190.419998,189.614990,3060200
2022-09-22,190.110001,190.509995,187.970001,188.289993,187.493988,5279700
2022-09-23,185.529999,185.869995,181.820007,184.259995,184.259995,8249900
2022-09-26,183.500000,185.479996,181.619995,182.240005,182.240005,6603500
2022-09-27,184.210007,185.399994,180.669998,181.970001,181.970001,6910700
2022-09-28,182.550003,186.699997,181.699997,185.800003,185.800003,6929100
2022-09-29,184.240005,184.309998,180.309998,181.940002,181.940002,8241100
